transfer,player,age,season,matches_played,play_proportion,raw_goals,raw_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,prog_dist_per_pass,Shot_Creating_Actions,def_action_to_shot,goal_creating_action,takeon_to_goal,prog_dist_per_carry,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,tackle_ratio,Shot_Blocks,Pass_Blocks,Clearances,Aerial_Win_Percentage,aerials_total,FW,MF,DF,90minutes
0,Maikel Kieftenbeld,30,2020-2021,21,0.677,0.0,0.0,0.0,32.352,0.739,0.359,0.12,40.078,1.316,0.06,0.12,0.0,106.25,0.478,0.598,0.7,0.595,0.179,0.538,1.435,0.531,1.914,0,1,0,16.722
0,Viktor Gyökeres,22,2020-2021,30,0.732,0.259,0.0,0.259,25.603,0.694,0.862,0.862,26.556,2.414,0.0,0.172,0.086,21.441,8.19,3.017,0.457,0.385,0.086,0.862,0.776,0.218,8.707,1,0,0,11.6
0,Joe Rafferty,26,2020-2021,22,0.595,0.0,0.067,0.0,56.629,0.69,0.876,1.348,70.072,1.888,0.0,0.337,0.0,72.5,1.82,0.607,0.556,0.75,0.337,0.27,2.697,0.5,3.64,0,0,1,14.833
0,Emiliano Marcondes,25,2020-2021,31,0.886,0.067,0.134,0.067,38.018,0.707,1.537,1.002,33.208,3.007,0.0,0.2,0.0,44.9,3.408,0.134,0.0,0.538,0.267,1.269,1.203,0.365,3.474,0,1,0,14.967
0,James Garner,19,2020-2021,40,0.889,0.127,0.032,0.127,44.841,0.766,1.143,0.603,41.805,2.636,0.064,0.127,0.0,60.594,1.334,1.016,0.625,0.526,0.254,0.984,1.334,0.443,2.509,0,1,0,31.489
0,Steven Sessegnon,20,2020-2021,16,0.667,0.0,0.092,0.0,47.988,0.695,0.552,0.552,104.143,1.195,0.0,0.092,0.0,31.174,1.195,0.827,0.333,0.643,0.368,0.552,2.574,0.394,3.034,1,0,1,10.878
0,Matthew Godden,29,2020-2021,23,0.958,0.372,0.124,0.248,16.116,0.665,0.806,0.186,18.76,2.045,0.0,0.186,0.0,40.6,4.835,0.248,1.0,0.0,0.124,0.372,0.496,0.364,7.5,1,0,0,16.133
0,Scott McKenna,23,2020-2021,24,0.923,0.043,0.0,0.043,44.0,0.77,0.213,0.085,109.695,0.383,0.043,0.043,0.0,140.111,0.128,0.426,0.8,0.529,0.766,0.213,3.362,0.664,5.702,0,0,1,23.5
0,Conor Chaplin,23,2020-2021,34,0.773,0.17,0.128,0.17,33.053,0.629,1.789,1.15,26.0,3.45,0.085,0.298,0.0,44.333,7.88,1.022,0.375,0.731,0.085,1.576,0.469,0.207,3.493,1,1,0,23.478
0,George Friend,32,2020-2021,26,0.667,0.0,0.0,0.0,46.144,0.635,0.093,0.374,72.258,0.701,0.0,0.0,0.0,47.371,2.335,1.775,0.474,0.556,0.654,0.374,3.223,0.599,7.333,0,0,1,21.411
0,Dennis Adeniran,21,2020-2021,21,0.75,0.0,0.061,0.0,23.566,0.7,0.304,0.304,34.404,1.096,0.0,0.0,0.0,41.706,0.731,1.644,0.778,0.583,0.365,0.548,1.096,0.513,2.375,0,1,0,16.422
0,Nicholas Ioannou,24,2020-2021,5,0.455,0.0,0.0,0.0,66.774,0.689,1.787,1.563,67.407,3.797,0.0,0.0,0.0,32.824,3.797,1.34,0.333,0.636,0.223,1.34,1.117,0.5,3.127,0,0,1,4.478
0,Kristian Pedersen,25,2020-2021,35,0.814,0.058,0.058,0.058,41.108,0.633,0.641,0.496,70.33,1.195,0.029,0.058,0.0,34.51,2.478,1.837,0.635,0.636,0.262,0.583,3.44,0.653,6.88,0,0,1,34.3
0,Marc Roberts,30,2020-2021,36,0.9,0.131,0.066,0.131,45.147,0.53,0.688,0.328,151.306,1.311,0.033,0.131,0.033,244.8,0.393,0.098,1.0,0.614,0.524,0.229,5.439,0.709,10.255,0,0,1,30.522
0,Ryan Tunnicliffe,27,2020-2021,24,0.571,0.128,0.0,0.128,37.25,0.753,0.829,0.638,31.642,1.722,0.191,0.0,0.0,58.308,3.062,0.702,0.364,0.762,0.446,0.638,1.339,0.389,2.296,0,1,0,15.678
0,James McClean,31,2020-2021,24,0.96,0.112,0.168,0.112,38.411,0.61,1.065,1.402,70.556,1.907,0.112,0.28,0.0,30.742,6.224,2.299,0.366,0.559,0.056,0.841,1.907,0.594,3.869,1,0,1,17.833
0,Bradley Dack,26,2020-2021,16,1.0,0.335,0.0,0.335,35.242,0.731,0.892,0.335,38.0,2.342,0.112,0.0,0.0,37.667,4.684,1.338,0.417,0.4,0.223,0.335,0.669,0.278,2.007,1,1,0,8.967
0,Tom Trybull,27,2020-2021,25,0.862,0.0,0.068,0.0,62.391,0.859,0.406,0.203,62.588,0.88,0.0,0.068,0.0,172.0,0.203,0.406,1.0,0.676,0.609,1.353,2.165,0.592,5.143,0,1,0,14.778
0,Jack Stacey,24,2020-2021,30,0.968,0.053,0.053,0.053,55.02,0.76,0.999,0.789,67.221,1.946,0.053,0.21,0.0,36.983,7.364,1.683,0.625,0.63,0.158,0.947,1.841,0.517,3.051,0,1,1,19.011
0,Winston Reid,32,2020-2021,10,0.556,0.0,0.0,0.0,59.587,0.806,0.275,0.0,121.588,0.413,0.0,0.0,0.0,209.0,0.0,0.138,1.0,0.5,0.826,0.688,3.578,0.738,8.394,0,0,1,7.267
0,Henrik Dalsgaard,31,2020-2021,35,1.0,0.06,0.03,0.06,53.726,0.718,0.597,0.656,84.229,1.73,0.03,0.149,0.0,70.925,2.386,0.776,0.846,0.582,0.119,0.298,2.386,0.634,3.997,0,0,1,33.522
0,Jérémie Bela,27,2020-2021,35,0.795,0.12,0.24,0.04,32.771,0.607,1.838,0.999,45.145,3.797,0.0,0.24,0.0,24.562,6.554,3.437,0.488,0.682,0.04,0.599,0.4,0.258,2.638,1,1,0,25.022
0,Ben Brereton,21,2020-2021,40,0.976,0.259,0.148,0.259,25.074,0.743,1.556,0.63,31.963,3.074,0.0,0.444,0.0,29.219,8.222,3.889,0.514,0.559,0.037,0.296,0.333,0.333,3.111,1,0,0,27.0
0,Ciaron Brown,22,2020-2021,12,0.706,0.0,0.0,0.0,34.775,0.556,0.259,0.345,62.643,0.949,0.0,0.086,0.0,57.4,0.949,0.345,0.25,0.5,0.604,0.518,2.934,0.593,5.091,0,0,1,11.589
0,Mads Roerslev,21,2020-2021,17,0.708,0.0,0.207,0.0,41.475,0.678,0.726,0.933,66.263,1.141,0.104,0.311,0.0,32.222,5.91,1.659,0.375,0.692,0.104,0.311,1.348,0.357,1.452,1,0,1,9.644
0,Joe Jacobson,33,2020-2021,37,0.949,0.113,0.169,0.0,47.659,0.534,1.913,0.76,97.303,2.982,0.056,0.281,0.0,95.692,0.506,0.366,0.769,0.647,0.478,0.731,3.207,0.522,4.473,0,0,1,35.544
0,Andreas Weimann,28,2020-2021,7,1.0,0.298,0.0,0.298,32.483,0.743,0.447,1.49,26.629,2.235,0.298,0.149,0.0,38.333,4.172,0.596,0.5,0.75,0.0,0.596,1.043,0.429,1.043,0,1,0,6.711
0,Dominik Frieser,26,2020-2021,42,0.955,0.127,0.085,0.127,24.653,0.618,1.061,0.934,36.731,2.419,0.042,0.212,0.0,30.958,5.304,0.891,0.286,0.538,0.042,0.721,0.594,0.135,3.777,1,1,0,23.567
0,Riley McGree,21,2020-2021,15,0.417,0.122,0.0,0.122,37.224,0.72,1.224,0.49,29.913,2.939,0.0,0.122,0.0,42.182,4.041,3.429,0.571,0.714,0.122,0.49,0.612,0.467,1.837,0,1,1,8.167
0,Patrick Roberts,23,2020-2021,24,0.585,0.089,0.089,0.089,29.97,0.739,1.69,1.601,22.936,4.269,0.089,0.089,0.0,27.049,5.336,6.492,0.452,0.5,0.0,0.711,0.178,0.0,1.067,1,1,0,11.244
0,Steve Seddon,22,2020-2021,7,0.583,0.0,0.199,0.0,44.602,0.58,0.996,0.796,38.083,1.991,0.0,0.199,0.0,32.583,2.588,0.597,0.0,0.714,0.0,0.398,2.389,0.481,5.376,0,0,1,5.022
0,Tom Carroll,28,2020-2021,22,0.917,0.0,0.055,0.0,58.905,0.784,1.314,1.478,36.489,2.409,0.0,0.109,0.0,90.0,3.011,0.931,0.353,0.448,0.164,0.328,1.04,0.341,2.245,0,1,0,18.267
0,Sone Aluko,31,2020-2021,33,0.717,0.182,0.182,0.182,41.958,0.736,1.271,0.545,35.415,2.906,0.0,0.182,0.0,23.827,5.994,4.904,0.574,0.714,0.091,1.362,0.727,0.278,1.635,1,1,0,11.011
0,Étienne Capoue,32,2020-2021,11,0.917,0.0,0.0,0.0,61.755,0.825,0.385,0.514,42.074,1.797,0.128,0.385,0.0,70.143,0.385,1.926,0.8,0.545,0.642,0.514,1.541,0.438,2.054,0,1,0,7.789
0,Elias Kachunga,28,2020-2021,27,0.614,0.0,0.188,0.0,23.63,0.721,1.789,0.565,19.812,3.107,0.094,0.188,0.0,23.533,5.837,2.542,0.444,0.6,0.0,0.565,0.941,0.305,7.72,1,1,0,10.622
0,Josh Knight,22,2020-2021,37,0.974,0.028,0.0,0.028,28.628,0.545,0.306,0.195,58.176,0.862,0.028,0.111,0.0,94.333,0.223,0.556,0.7,0.698,0.89,0.696,3.867,0.491,4.869,0,1,1,35.944
0,Marcus Tavernier,21,2020-2021,29,1.0,0.123,0.163,0.123,35.722,0.69,1.594,1.308,36.076,3.883,0.123,0.327,0.0,33.404,5.15,2.698,0.53,0.592,0.163,1.144,0.613,0.356,5.395,1,1,0,24.467
0,Glen Rea,25,2020-2021,40,0.952,0.093,0.062,0.093,43.99,0.719,0.28,0.249,78.373,1.056,0.062,0.093,0.0,666.5,0.249,0.528,0.824,0.638,0.466,0.839,2.703,0.541,5.343,0,1,1,32.189
0,Kiernan Dewsbury-Hall,21,2020-2021,39,1.0,0.084,0.168,0.084,53.128,0.71,1.844,1.425,32.632,3.799,0.112,0.419,0.0,40.924,2.43,2.095,0.64,0.525,0.223,0.922,1.117,0.506,2.207,0,1,0,35.8
0,André Ayew,30,2020-2021,43,1.0,0.394,0.099,0.271,28.686,0.689,0.887,0.715,20.026,2.44,0.025,0.296,0.025,24.617,6.531,2.686,0.615,0.406,0.148,0.468,1.602,0.328,9.168,1,0,0,40.578
0,Kenneth Zohore,26,2020-2021,17,0.944,0.208,0.0,0.104,20.473,0.553,0.831,0.727,22.579,2.182,0.104,0.0,0.0,20.308,4.469,1.351,0.538,0.667,0.0,0.52,0.935,0.363,12.887,1,0,0,9.622
0,Ryan Tafazolli,28,2020-2021,20,0.8,0.115,0.115,0.115,27.608,0.497,0.459,0.23,90.029,0.918,0.0,0.115,0.0,101.6,0.23,0.172,0.667,0.583,0.689,0.574,5.166,0.693,9.528,0,0,1,17.422
0,Demeaco Duhaney,21,2020-2021,13,0.351,0.0,0.0,0.0,43.691,0.789,0.138,0.0,62.625,1.24,0.138,0.0,0.0,35.214,2.205,0.827,0.5,0.5,0.0,0.138,1.378,0.5,3.583,0,0,1,7.256
0,Jordan Obita,26,2020-2021,9,0.692,0.0,0.0,0.0,35.236,0.482,0.708,0.0,91.6,1.981,0.0,0.142,0.0,67.5,0.566,0.425,0.667,0.571,0.566,0.566,2.264,0.421,2.689,0,0,1,7.067
0,Josh Dasilva,21,2020-2021,30,0.968,0.211,0.169,0.211,45.569,0.86,1.391,0.885,30.82,2.74,0.0,0.379,0.084,36.667,4.342,3.204,0.618,0.5,0.084,0.548,0.801,0.345,1.222,0,1,0,23.722
0,Michael Rose,24,2020-2021,17,0.586,0.0,0.074,0.0,51.597,0.741,0.369,0.295,70.632,1.253,0.0,0.147,0.0,80.176,0.885,0.295,0.75,0.533,0.442,0.147,3.538,0.667,4.644,0,0,1,13.567
0,Tommy Rowe,31,2020-2021,31,0.912,0.04,0.08,0.04,46.509,0.651,0.684,0.362,88.73,1.247,0.0,0.121,0.0,54.474,2.132,0.684,0.529,0.395,0.241,0.644,2.575,0.541,4.466,0,0,1,24.856
0,Curtis Davies,35,2020-2021,13,0.765,0.0,0.0,0.0,46.848,0.821,0.092,0.0,152.842,0.092,0.0,0.0,0.0,169.4,0.092,0.37,1.0,0.667,0.739,0.185,5.452,0.653,6.93,0,0,1,10.822
0,Jack Hunt,29,2020-2021,41,0.932,0.055,0.055,0.055,46.607,0.63,0.637,0.859,82.589,1.33,0.0,0.194,0.0,36.471,3.02,1.358,0.347,0.587,0.194,0.582,2.383,0.367,2.189,0,0,1,36.089
0,Joe Rankin-Costello,21,2020-2021,14,0.933,0.0,0.251,0.0,57.045,0.708,0.669,1.087,69.463,2.426,0.084,0.335,0.0,39.741,5.855,1.087,0.462,0.632,0.502,0.586,2.426,0.511,3.931,0,0,1,11.956
0,Oliver Skipp,19,2020-2021,45,1.0,0.023,0.023,0.023,59.323,0.876,0.63,0.63,48.053,1.774,0.047,0.093,0.0,61.471,1.658,0.934,0.65,0.56,0.49,0.84,1.261,0.415,3.432,0,1,0,42.833
0,Luke Freeman,28,2020-2021,23,0.767,0.071,0.0,0.071,31.815,0.664,1.414,0.707,28.826,3.04,0.0,0.141,0.071,25.242,5.373,1.838,0.885,0.467,0.071,0.636,0.424,0.234,3.323,1,1,0,14.144
0,Jason McCarthy,24,2020-2021,24,0.615,0.092,0.092,0.092,34.211,0.536,0.83,0.784,58.371,1.429,0.046,0.092,0.0,46.733,1.983,0.599,0.308,0.522,0.415,0.599,2.628,0.57,3.965,0,0,1,21.689
0,Shaun Hutchinson,29,2020-2021,39,1.0,0.026,0.052,0.026,55.627,0.705,0.339,0.156,106.015,1.147,0.026,0.13,0.0,120.81,0.339,0.313,0.583,0.644,0.652,0.522,4.173,0.698,6.833,0,0,1,38.344
0,John Swift,25,2020-2021,14,1.0,0.115,0.23,0.115,53.678,0.767,1.724,1.494,41.023,3.563,0.0,0.345,0.0,40.867,3.448,1.724,0.8,0.4,0.0,0.345,0.575,0.316,2.184,0,1,0,8.7
0,Adama Diakhaby,24,2020-2021,16,0.762,0.0,0.149,0.0,33.119,0.709,1.188,1.188,24.2,2.525,0.0,0.149,0.0,44.75,7.871,2.97,0.4,0.333,0.0,0.743,1.04,0.652,3.416,1,0,0,6.733
0,Julien Dacosta,24,2020-2021,18,0.692,0.0,0.0,0.0,40.281,0.635,0.973,1.07,62.724,1.849,0.097,0.097,0.0,33.368,7.005,2.141,0.455,0.5,0.097,0.876,2.335,0.6,2.919,0,0,1,10.278
0,Dominic Iorfa,25,2020-2021,10,1.0,0.0,0.0,0.0,34.376,0.718,0.222,0.222,90.0,0.779,0.0,0.0,0.0,127.25,0.667,0.779,0.571,0.583,0.445,0.445,2.225,0.474,6.341,0,1,1,8.989
0,Tyler Walker,23,2020-2021,31,0.886,0.35,0.1,0.3,14.542,0.529,0.25,0.15,25.8,1.299,0.0,0.3,0.0,16.588,6.346,0.85,0.471,0.462,0.0,0.4,0.65,0.366,8.745,1,0,0,20.011
0,Emi Buendía,23,2020-2021,39,1.0,0.407,0.407,0.38,56.834,0.744,3.311,2.171,30.382,6.46,0.054,0.76,0.027,38.735,6.08,2.741,0.624,0.57,0.081,1.683,1.52,0.333,3.013,1,0,0,36.844
0,Alex Pearce,31,2020-2021,24,0.558,0.0,0.0,0.0,41.636,0.734,0.21,0.053,165.296,0.21,0.0,0.0,0.0,372.0,0.053,0.105,1.0,0.588,0.526,0.421,5.678,0.649,5.835,0,0,1,19.022
0,Jake Bidwell,27,2020-2021,39,0.848,0.029,0.229,0.029,43.74,0.63,1.031,1.174,55.404,1.862,0.0,0.372,0.0,45.586,5.843,0.43,0.4,0.478,0.315,0.544,2.435,0.585,5.242,0,0,1,34.911
0,Tom Ince,28,2020-2021,14,0.5,0.0,0.0,0.0,29.314,0.719,0.686,0.343,18.053,2.571,0.0,0.343,0.0,24.0,7.2,2.4,0.286,0.625,0.171,0.514,0.171,0.333,3.086,1,1,0,5.833
0,Jordan Williams,20,2020-2021,21,0.724,0.0,0.0,0.0,48.72,0.657,0.51,0.815,62.667,1.937,0.0,0.306,0.0,44.562,2.752,1.631,0.5,0.7,0.204,1.427,2.242,0.488,4.179,0,1,1,9.811
0,Josh Koroma,21,2020-2021,20,0.909,0.444,0.111,0.444,28.778,0.759,1.389,1.389,26.205,3.222,0.056,0.333,0.0,24.85,8.333,2.556,0.478,0.688,0.056,0.444,0.611,0.286,1.944,1,0,0,18.0
0,Junior Stanislas,30,2020-2021,35,0.921,0.372,0.149,0.26,47.081,0.76,1.821,1.672,38.009,3.716,0.0,0.483,0.149,38.964,6.8,1.784,0.667,0.462,0.0,0.334,0.52,0.212,1.932,1,1,0,26.911
0,Bryan Mbeumo,20,2020-2021,44,1.0,0.234,0.293,0.234,26.074,0.693,1.641,0.938,38.937,3.193,0.0,0.557,0.029,28.74,7.031,2.285,0.462,0.444,0.117,0.615,0.879,0.355,3.135,1,0,0,34.133
0,Joe Mattock,30,2020-2021,14,0.875,0.0,0.297,0.0,48.857,0.642,1.582,1.187,98.517,2.374,0.0,0.297,0.0,31.1,2.967,0.989,0.6,0.667,0.0,0.593,2.769,0.574,5.341,0,0,1,10.111
0,Scott Kashket,24,2020-2021,29,0.69,0.232,0.0,0.232,12.683,0.676,0.637,0.29,30.364,1.795,0.058,0.058,0.0,22.913,4.517,1.448,0.28,0.471,0.174,0.811,0.29,0.115,1.506,1,1,0,17.267
0,Ben Wiles,21,2020-2021,44,0.957,0.054,0.027,0.054,30.375,0.668,0.724,0.643,39.405,2.413,0.107,0.214,0.0,31.667,2.895,1.448,0.556,0.688,0.161,0.59,0.831,0.292,1.743,0,1,1,37.3
0,Jordan Thompson,23,2020-2021,34,0.872,0.045,0.09,0.045,41.928,0.703,1.39,0.897,48.988,2.556,0.0,0.09,0.0,65.643,1.659,0.673,0.6,0.52,0.269,0.493,1.39,0.475,1.794,0,1,0,22.3
0,Anthony Knockaert,28,2020-2021,34,0.895,0.074,0.037,0.074,45.461,0.711,1.585,1.18,44.235,4.424,0.074,0.184,0.0,29.778,6.231,3.171,0.535,0.517,0.0,0.627,0.295,0.3,1.475,1,1,0,27.122
0,Taylor Moore,23,2020-2021,22,0.611,0.0,0.0,0.0,59.539,0.747,0.066,0.066,100.5,0.197,0.0,0.066,0.0,176.364,0.132,0.263,0.5,0.857,0.592,0.263,3.224,0.554,7.368,0,0,1,15.2
0,Tom Cleverley,30,2020-2021,34,0.971,0.138,0.069,0.138,53.114,0.773,1.211,1.107,35.01,3.253,0.0,0.208,0.0,45.519,2.699,0.415,0.75,0.474,0.208,1.142,0.969,0.472,1.834,0,1,0,28.9
0,Daniel Johnson,27,2020-2021,33,0.971,0.173,0.13,0.087,39.841,0.756,1.04,0.997,27.165,2.124,0.043,0.217,0.0,43.727,3.555,1.127,0.654,0.778,0.303,0.737,0.607,0.455,1.908,0,1,0,23.067
0,Graeme Shinnie,28,2020-2021,41,0.911,0.081,0.027,0.027,43.192,0.756,1.214,0.513,45.483,2.293,0.108,0.054,0.0,66.909,1.052,1.241,0.761,0.6,0.189,0.998,1.403,0.515,2.671,0,1,0,37.067
0,Tom McIntyre,21,2020-2021,26,0.765,0.115,0.115,0.115,52.907,0.736,0.633,0.403,116.974,1.15,0.0,0.288,0.0,79.524,0.633,0.805,0.5,0.636,0.403,0.863,4.313,0.664,7.188,0,1,1,17.389
0,Craig Forsyth,31,2020-2021,20,0.476,0.0,0.0,0.0,56.16,0.63,0.609,1.274,74.882,1.717,0.0,0.111,0.0,53.667,3.212,0.609,0.545,0.769,0.166,0.72,3.102,0.53,5.538,0,0,1,18.056
0,Iván Sánchez,27,2020-2021,40,0.93,0.065,0.228,0.065,37.948,0.76,1.792,1.107,39.471,4.332,0.098,0.586,0.033,34.289,3.941,2.345,0.667,0.547,0.098,1.075,0.326,0.246,2.117,1,1,0,30.7
0,Yannick Bolasie,31,2020-2021,15,1.0,0.292,0.292,0.292,26.104,0.545,0.779,0.877,23.944,1.948,0.0,0.292,0.0,27.893,5.162,3.019,0.452,0.545,0.097,0.487,1.266,0.547,8.377,1,1,0,10.267
0,Ryan Giles,20,2020-2021,42,0.894,0.071,0.036,0.071,38.333,0.658,1.102,1.565,77.172,2.276,0.0,0.142,0.036,22.405,4.729,1.636,0.543,0.595,0.036,0.747,1.173,0.417,1.28,0,1,1,28.122
0,Mickel Miller,24,2020-2021,9,0.529,0.0,0.0,0.0,26.441,0.551,0.678,0.0,44.0,2.373,0.0,0.0,0.0,28.143,7.119,3.39,0.45,0.545,0.0,0.678,0.847,0.3,5.085,1,1,0,5.9
0,Alexander Tettey,34,2020-2021,19,0.413,0.0,0.192,0.0,62.751,0.872,0.384,0.192,49.19,0.768,0.0,0.384,0.0,106.0,0.384,1.343,0.857,0.667,0.0,0.768,1.535,0.529,3.262,0,1,0,5.211
0,Moses Odubajo,27,2020-2021,18,0.9,0.0,0.0,0.0,35.231,0.716,0.252,0.504,80.778,0.756,0.0,0.063,0.0,39.92,1.45,1.765,0.5,0.567,0.189,0.504,2.017,0.476,2.647,0,0,1,15.867
0,Jonathan Leko,21,2020-2021,34,0.81,0.0,0.0,0.0,17.73,0.733,0.732,0.675,28.913,2.308,0.0,0.225,0.0,19.756,5.91,5.122,0.516,0.368,0.0,0.225,0.056,0.122,2.758,1,1,0,17.767
0,Jack Simpson,23,2020-2021,9,0.36,0.0,0.0,0.0,57.568,0.842,0.0,0.0,174.923,0.973,0.162,0.0,0.0,361.5,0.324,0.486,0.667,0.667,0.973,0.973,3.568,0.435,7.459,0,0,1,6.167
0,Max Aarons,20,2020-2021,45,1.0,0.044,0.044,0.044,58.68,0.813,1.357,1.513,58.355,2.803,0.0,0.311,0.0,39.109,6.406,2.38,0.57,0.581,0.2,0.311,2.247,0.374,2.202,0,0,1,44.956
0,Will Vaulks,26,2020-2021,42,0.955,0.144,0.057,0.144,48.417,0.629,1.321,0.66,61.363,2.47,0.057,0.144,0.0,139.333,0.804,0.431,0.667,0.462,0.258,0.862,1.235,0.68,4.308,0,1,0,34.822
0,Ádám Nagy,25,2020-2021,31,0.861,0.085,0.127,0.085,37.014,0.788,0.338,0.38,42.444,0.93,0.0,0.254,0.085,80.8,1.563,0.845,0.6,0.545,0.254,1.141,1.014,0.289,1.606,0,1,0,23.667
0,Chiedozie Ogbene,23,2020-2021,11,0.733,0.0,0.0,0.0,23.793,0.509,0.739,0.887,25.824,2.956,0.148,0.0,0.0,23.111,5.764,4.581,0.484,1.0,0.0,0.443,0.591,0.27,5.468,1,1,0,6.767
0,George Hirst,21,2020-2021,31,0.721,0.0,0.0,0.0,19.548,0.45,0.262,0.262,23.0,2.23,0.0,0.0,0.0,37.25,5.379,1.706,0.385,0.5,0.0,0.525,0.787,0.368,17.843,1,0,0,7.622
0,Dominic Ball,24,2020-2021,39,0.886,0.041,0.0,0.041,46.299,0.804,0.66,0.66,40.659,1.361,0.0,0.082,0.0,56.552,1.567,1.608,0.59,0.656,0.289,0.577,1.402,0.557,3.628,0,1,0,24.256
0,Charlie Goode,24,2020-2021,8,0.421,0.0,0.0,0.0,62.877,0.814,0.0,0.0,125.231,0.411,0.0,0.0,0.0,139.5,0.411,0.205,1.0,0.333,0.616,0.0,3.493,0.667,6.781,0,0,1,4.867
0,Ben Sheaf,22,2020-2021,30,0.811,0.0,0.05,0.0,53.067,0.828,0.695,0.546,39.954,1.986,0.0,0.099,0.0,69.25,0.844,0.993,0.6,0.604,0.397,0.993,1.44,0.41,3.028,0,1,0,20.144
0,Ben Whiteman,24,2020-2021,23,1.0,0.052,0.0,0.052,42.035,0.705,0.84,0.472,47.345,1.522,0.0,0.052,0.0,112.0,0.157,0.367,0.857,0.441,0.63,0.315,1.574,0.575,2.099,0,1,0,19.056
0,Jordan Clark,26,2020-2021,34,0.829,0.041,0.0,0.041,39.159,0.646,0.658,0.782,54.763,2.016,0.041,0.123,0.0,32.051,5.43,2.303,0.482,0.632,0.329,1.028,1.892,0.339,4.73,0,1,1,24.311
0,Jayden Stockley,26,2020-2021,16,0.727,0.171,0.0,0.171,27.837,0.521,0.512,0.854,16.889,2.391,0.0,0.171,0.0,38.0,5.977,0.342,0.5,0.0,0.171,0.342,2.049,0.465,21.689,1,0,1,5.856
0,Tom Lawrence,26,2020-2021,23,0.958,0.162,0.054,0.162,33.121,0.773,1.028,0.595,42.833,3.247,0.054,0.216,0.0,31.558,4.979,2.977,0.527,0.688,0.108,1.245,0.812,0.184,2.057,1,1,0,18.478
0,Cyrus Christie,27,2020-2021,44,1.0,0.0,0.068,0.0,57.891,0.691,0.956,1.161,64.544,1.889,0.023,0.205,0.023,36.804,3.277,1.616,0.606,0.597,0.569,0.705,2.594,0.568,3.368,0,0,1,43.944
0,William Troost-Ekong,26,2020-2021,32,0.762,0.034,0.0,0.034,54.747,0.806,0.067,0.067,145.861,0.438,0.034,0.034,0.0,356.6,0.034,0.101,0.667,0.607,0.673,0.303,4.209,0.488,5.387,0,0,1,29.7
0,George Thomas,23,2020-2021,17,0.515,0.0,0.185,0.0,30.926,0.731,1.296,0.556,25.167,3.148,0.185,0.185,0.0,27.333,7.963,0.37,0.5,0.2,0.185,0.741,1.481,0.385,2.407,1,1,0,5.4
0,Seán Maguire,26,2020-2021,29,0.829,0.198,0.132,0.198,27.753,0.724,1.189,0.925,24.5,2.907,0.0,0.198,0.0,32.125,7.004,1.322,0.35,0.5,0.0,1.123,0.727,0.265,9.714,1,0,0,15.133
0,Dan Gosling,30,2020-2021,28,0.737,0.265,0.132,0.265,40.632,0.783,0.529,0.397,29.973,2.449,0.0,0.397,0.066,72.364,2.912,1.721,0.577,0.5,0.463,0.993,1.125,0.45,2.647,0,1,0,15.111
0,Sam Hutchinson,30,2020-2021,22,1.0,0.048,0.0,0.048,47.667,0.751,0.048,0.143,95.808,0.524,0.0,0.0,0.0,130.625,0.429,0.381,0.375,0.564,0.667,0.429,3.19,0.671,3.762,0,1,1,21.0
0,Matt Grimes,25,2020-2021,45,0.978,0.046,0.07,0.046,61.161,0.76,0.882,0.557,43.473,2.136,0.139,0.255,0.023,66.803,0.906,0.859,0.703,0.462,0.418,0.534,1.649,0.482,3.854,0,1,0,43.067
0,Fraizer Campbell,32,2020-2021,40,0.952,0.212,0.091,0.212,18.272,0.672,0.756,0.484,22.208,1.815,0.121,0.242,0.03,30.458,3.449,1.089,0.639,0.69,0.03,0.696,1.392,0.355,5.203,1,0,0,33.056
0,Marcus Forss,21,2020-2021,39,0.886,0.57,0.081,0.57,13.683,0.625,0.814,0.57,26.889,1.629,0.0,0.244,0.081,19.783,5.376,1.629,0.3,0.667,0.0,0.733,0.652,0.089,3.665,1,1,0,12.278
0,Troy Deeney,32,2020-2021,19,0.864,0.494,0.212,0.071,30.282,0.608,1.412,1.2,23.136,2.329,0.141,0.282,0.0,35.2,4.659,0.918,0.615,0.571,0.071,0.565,1.624,0.468,9.812,1,0,0,14.167
0,Vitaly Janelt,22,2020-2021,41,0.976,0.088,0.088,0.088,44.005,0.807,0.731,0.41,50.13,1.492,0.088,0.146,0.0,91.632,0.995,0.585,0.9,0.603,0.439,0.702,1.434,0.542,2.809,0,1,0,34.178
0,Ryan Manning,24,2020-2021,17,0.425,0.0,0.166,0.0,59.917,0.677,0.997,1.579,59.667,1.911,0.083,0.249,0.0,42.739,4.072,0.582,0.571,0.742,0.249,1.163,2.327,0.618,2.825,0,0,1,12.033
0,Cafú,27,2020-2021,31,0.861,0.0,0.077,0.0,38.05,0.834,0.998,0.346,35.667,2.381,0.0,0.192,0.0,43.324,2.112,1.267,0.515,0.583,0.154,0.269,0.614,0.338,2.841,0,1,0,26.044
